road_spectrum_ratio,cavity_ratio,edge_density,non_road_ratio,average_brightness,defect_type,location_type
10.84,22.08,18.71,70.57,100.52,Pothole,Non-Road
16.79,7.51,9.56,56.34,97.55,Damage,Non-Road
7.5,16.56,10.18,64.76,160.19,Pothole,Non-Road
9.71,1.66,39.15,76.18,95.61,Crack,Non-Road
9.46,0.76,29.75,75.41,83.97,Crack,Non-Road
63.75,0.89,2.64,3.81,156.08,None,Road
71.64,20.01,10.73,8.46,143.25,Pothole,Road
75.47,2.09,28.77,15.03,149.19,Crack,Road
81.93,3.37,33.92,8.76,113.22,Crack,Road
71.83,3.54,31.43,12.02,129.41,Crack,Road
79.57,0.69,2.55,6.23,104.24,None,Road
79.56,4.08,8.82,7.09,107.23,Damage,Road
86.09,13.2,14.92,3.28,144.86,Damage,Road
18.76,8.04,8.13,59.69,125.52,Damage,Non-Road
14.07,0.01,28.52,84.28,75.85,Crack,Non-Road
83.09,6.85,10.19,9.01,98.91,Damage,Road
72.82,0.85,1.61,2.45,116.14,None,Road
62.37,26.5,14.97,8.49,102.43,Pothole,Road
8.31,10.42,10.69,69.53,122.75,Damage,Non-Road
72.21,21.2,14.95,12.76,108.73,Pothole,Road
11.94,19.61,16.41,77.58,79.51,Pothole,Non-Road
15.3,1.33,1.18,43.5,85.72,None,Non-Road
68.77,3.19,26.79,8.1,52.09,Crack,Road
6.29,1.22,0.93,68.33,58.14,None,Non-Road
85.11,2.09,38.01,13.21,129.87,Crack,Road
14.73,4.07,12.57,76.51,133.98,Damage,Non-Road
10.2,20.21,9.8,80.42,160.36,Pothole,Non-Road
72.1,11.67,13.77,3.04,95.92,Damage,Road
2.81,2.01,33.95,64.47,82.12,Crack,Non-Road
61.5,1.41,1.88,9.65,86.7,None,Road
71.42,1.34,2.29,9.03,64.89,None,Road
66.76,9.4,10.89,15.08,99.73,Damage,Road
74.51,5.73,9.38,15.09,191.72,Damage,Road
11.48,5.98,9.53,52.22,111.97,Damage,Non-Road
45.47,2.7,25.02,4.62,74.36,Crack,Road
88.42,7.16,9.14,6.66,165.15,Damage,Road
59.65,6.83,12.34,4.75,136.99,Damage,Road
77.5,1.33,1.68,3.81,133.16,None,Road
50.1,5.74,7.74,9.59,101.32,Damage,Road
0.0,6.8,14.25,38.88,122.93,Damage,Non-Road
69.08,16.95,14.63,8.59,155.91,Pothole,Road
73.91,2.73,36.84,17.91,166.28,Crack,Road
46.68,1.5,36.9,0.99,90.45,Crack,Road
72.59,9.41,11.36,4.23,144.01,Damage,Road
74.73,8.4,7.08,9.41,71.74,Damage,Road
77.09,0.6,2.22,5.2,78.25,None,Road
6.02,10.37,14.11,58.46,136.6,Damage,Non-Road
22.74,0.07,1.33,66.59,119.63,None,Non-Road
18.82,6.57,9.99,46.73,190.75,Damage,Non-Road
11.65,23.92,13.79,52.09,97.82,Pothole,Non-Road
11.12,1.47,30.14,90.07,118.67,Crack,Non-Road
69.42,1.91,21.37,9.27,123.8,Crack,Road
9.26,12.8,17.56,72.29,160.08,Damage,Non-Road
57.43,0.92,0.59,2.15,103.29,None,Road
63.7,0.78,33.98,7.89,136.32,Crack,Road
64.11,1.98,3.73,0.0,131.92,None,Road
63.83,2.31,35.28,11.52,125.05,Crack,Road
71.12,23.88,16.9,8.29,124.82,Pothole,Road
72.61,21.08,15.41,6.87,132.05,Pothole,Road
6.85,24.6,15.89,74.73,149.57,Pothole,Non-Road
60.58,9.66,9.5,1.19,74.85,Damage,Road
72.48,16.56,13.78,10.17,105.3,Pothole,Road
16.56,6.64,12.77,63.17,109.19,Damage,Non-Road
74.96,1.12,2.29,9.31,123.76,None,Road
65.71,1.87,33.55,5.92,163.23,Crack,Road
11.11,6.83,12.12,68.35,148.63,Damage,Non-Road
18.43,8.78,10.04,40.85,91.44,Damage,Non-Road
0.0,0.04,1.92,79.85,85.95,None,Non-Road
70.78,16.54,16.5,5.39,102.93,Pothole,Road
55.04,1.69,2.47,9.41,109.47,None,Road
9.5,19.81,13.95,100.0,159.81,Pothole,Non-Road
74.42,11.66,10.56,6.1,81.54,Damage,Road
75.02,5.68,10.09,14.97,168.25,Damage,Road
2.64,0.49,4.76,49.17,109.86,None,Non-Road
84.76,16.31,21.26,12.11,109.07,Pothole,Road
9.78,27.91,19.2,43.9,141.38,Pothole,Non-Road
12.91,21.15,11.81,72.46,100.61,Pothole,Non-Road
73.6,19.74,12.01,9.05,125.48,Pothole,Road
9.02,1.1,3.15,60.16,133.4,None,Non-Road
13.0,0.67,1.13,75.79,71.11,None,Non-Road
24.18,1.49,22.53,59.93,122.16,Crack,Non-Road
67.81,2.24,1.21,13.49,142.75,None,Road
8.93,10.53,11.71,63.24,76.88,Damage,Non-Road
75.21,19.19,13.98,3.45,127.96,Pothole,Road
71.24,7.18,13.53,3.74,101.45,Damage,Road
26.9,3.19,30.89,73.96,96.11,Crack,Non-Road
62.1,1.27,1.38,6.12,139.05,None,Road
66.37,9.71,13.24,6.01,136.97,Damage,Road
21.12,0.79,1.93,76.84,117.55,None,Non-Road
63.78,9.55,12.25,0.45,115.7,Damage,Road
12.41,5.29,16.83,72.78,103.26,Damage,Non-Road
71.59,1.81,0.93,8.67,74.69,None,Road
64.98,6.79,13.12,11.02,85.19,Damage,Road
13.02,0.25,1.63,69.42,130.52,None,Non-Road
80.15,16.73,13.68,2.45,112.95,Pothole,Road
8.26,16.36,11.17,60.82,73.05,Pothole,Non-Road
78.66,17.3,16.87,3.69,28.62,Pothole,Road
75.57,18.91,12.98,12.69,125.0,Pothole,Road
79.47,13.08,13.34,8.99,128.97,Damage,Road
83.96,0.78,2.91,13.95,115.27,None,Road
88.45,23.19,18.99,2.4,100.25,Pothole,Road
64.74,17.01,12.74,7.02,73.7,Pothole,Road
70.46,14.81,14.48,7.67,92.49,Pothole,Road
8.72,3.01,32.68,67.56,143.71,Crack,Non-Road
11.18,8.0,10.02,77.16,158.4,Damage,Non-Road
65.43,1.66,33.81,9.07,126.42,Crack,Road
80.31,0.94,2.49,5.14,131.52,None,Road
16.83,14.8,19.19,63.85,127.2,Pothole,Non-Road
0.0,20.17,17.64,77.56,95.5,Pothole,Non-Road
65.31,5.06,14.57,7.65,159.89,Damage,Road
21.9,24.68,15.34,57.11,57.02,Pothole,Non-Road
0.0,19.01,11.69,70.76,153.65,Pothole,Non-Road
69.39,5.61,9.65,13.29,84.44,Damage,Road
71.51,2.59,28.99,9.27,71.29,Crack,Road
62.47,14.73,15.8,2.45,114.18,Pothole,Road
65.71,7.31,13.75,3.48,118.61,Damage,Road
19.8,15.57,12.77,84.68,90.55,Pothole,Non-Road
56.84,0.4,2.13,5.21,114.81,None,Road
21.91,1.89,26.14,47.44,93.73,Crack,Non-Road
72.39,8.22,21.38,5.85,114.36,Damage,Road
75.93,24.84,8.66,10.14,141.93,Pothole,Road
11.94,8.06,18.58,77.96,119.38,Damage,Non-Road
12.01,0.16,33.99,64.42,66.91,Crack,Non-Road
11.65,1.54,2.52,60.34,102.38,None,Non-Road
80.47,1.72,35.15,0.0,149.93,Crack,Road
14.06,0.94,1.48,56.24,122.3,None,Non-Road
68.38,18.32,14.27,7.78,108.89,Pothole,Road
20.84,6.15,4.54,83.39,137.6,Damage,Non-Road
2.03,9.84,16.9,56.94,161.47,Damage,Non-Road
14.61,1.26,2.35,65.56,96.24,None,Non-Road
67.36,9.36,12.95,8.78,125.09,Damage,Road
61.85,18.18,12.94,4.74,174.97,Pothole,Road
7.43,7.97,10.79,67.06,113.73,Damage,Non-Road
75.7,3.93,33.39,4.13,166.15,Crack,Road
17.04,9.96,14.04,58.37,105.5,Damage,Non-Road
3.35,22.06,9.91,53.81,82.54,Pothole,Non-Road
13.49,2.01,21.29,74.9,141.27,Crack,Non-Road
11.68,0.05,1.2,61.5,109.88,None,Non-Road
12.01,2.15,23.12,76.2,139.74,Crack,Non-Road
68.02,7.72,9.42,7.63,99.94,Damage,Road
83.71,2.23,29.41,10.21,107.66,Crack,Road
17.14,1.59,0.79,62.28,91.98,None,Non-Road
9.5,19.26,14.35,63.81,120.8,Pothole,Non-Road
68.1,1.08,31.98,3.62,93.03,Crack,Road
9.18,0.42,1.95,66.57,115.79,None,Non-Road
7.22,0.83,0.0,67.07,142.32,None,Non-Road
76.36,0.81,1.96,4.15,126.12,None,Road
60.62,11.84,12.24,9.48,111.4,Damage,Road
18.01,21.37,15.18,69.09,100.55,Pothole,Non-Road
75.31,1.6,24.72,5.7,114.16,Crack,Road
77.43,20.15,14.43,3.01,99.63,Pothole,Road
7.86,1.62,28.88,59.67,123.34,Crack,Non-Road
59.21,8.04,11.24,5.42,97.7,Damage,Road
0.0,9.31,9.73,78.13,120.54,Damage,Non-Road
75.87,1.46,0.73,13.85,85.04,None,Road
8.87,10.31,9.57,58.62,108.32,Damage,Non-Road
64.3,2.64,28.57,0.0,169.51,Crack,Road
67.71,0.54,1.78,12.54,83.98,None,Road
6.96,0.84,31.71,59.69,133.29,Crack,Non-Road
71.89,1.75,32.58,8.66,45.45,Crack,Road
63.48,5.04,14.18,5.07,68.19,Damage,Road
82.94,1.23,4.31,6.3,130.5,None,Road
12.7,8.89,13.39,69.69,99.76,Pothole,Non-Road
58.39,24.2,13.91,8.3,133.25,Pothole,Road
6.24,1.18,1.98,65.15,162.49,None,Non-Road
12.17,5.95,12.39,60.45,108.54,Damage,Non-Road
73.02,19.97,13.93,7.12,94.42,Pothole,Road
14.19,18.14,11.69,61.5,109.72,Pothole,Non-Road
2.7,4.33,33.0,56.87,69.49,Crack,Non-Road
59.44,8.35,10.15,6.97,113.96,Damage,Road
19.82,7.89,9.03,61.52,119.8,Damage,Non-Road
13.16,2.72,33.63,64.59,124.89,Crack,Non-Road
22.51,0.83,25.71,93.95,130.79,Crack,Non-Road
69.12,0.21,3.12,13.53,102.69,None,Road
52.65,16.47,10.98,2.19,93.65,Pothole,Road
57.94,21.72,16.31,5.77,175.8,Pothole,Road
70.6,1.06,34.61,12.39,127.14,Crack,Road
18.54,2.07,28.34,76.36,149.66,Crack,Non-Road
75.72,6.62,13.37,7.84,151.72,Damage,Road
72.13,19.74,20.3,6.25,102.59,Pothole,Road
82.0,8.15,10.42,12.68,149.07,Damage,Road
0.59,6.72,8.9,45.9,76.22,Damage,Non-Road
11.72,2.03,28.03,68.02,110.25,Crack,Non-Road
84.82,2.48,18.64,0.88,108.26,Crack,Road
18.78,8.12,9.19,59.81,147.5,Damage,Non-Road
70.35,18.07,6.71,4.39,117.07,Pothole,Road
77.02,0.38,29.24,7.52,41.83,Crack,Road
0.0,2.73,38.48,68.21,101.53,Crack,Non-Road
73.9,3.89,12.67,4.88,94.85,Damage,Road
15.66,11.82,18.36,46.87,129.1,Damage,Non-Road
72.47,2.2,26.39,3.2,111.24,Crack,Road
9.52,1.27,2.46,71.12,149.73,None,Non-Road
7.59,0.67,1.38,53.06,136.04,None,Non-Road
61.51,1.56,1.5,7.92,113.93,None,Road
8.53,15.77,15.9,57.74,34.75,Pothole,Non-Road
18.62,18.31,13.37,84.72,119.68,Pothole,Non-Road
16.31,7.48,15.57,73.07,97.98,Damage,Non-Road
58.33,9.46,10.88,15.58,75.33,Damage,Road
6.01,23.64,14.15,70.5,81.78,Pothole,Non-Road
80.22,9.59,14.31,13.09,86.33,Damage,Road
71.01,1.1,1.69,9.04,128.16,None,Road
79.43,2.6,35.21,13.13,71.55,Crack,Road
13.55,9.73,16.64,78.23,102.94,Damage,Non-Road
59.87,0.51,0.8,7.8,74.64,None,Road
11.5,5.85,12.62,79.73,96.63,Damage,Non-Road
15.54,2.57,20.51,78.29,142.42,Crack,Non-Road
68.07,21.01,11.42,9.32,119.45,Pothole,Road
55.98,0.52,0.18,3.37,141.38,None,Road
22.97,24.22,6.76,79.48,107.14,Pothole,Non-Road
56.9,1.34,1.7,7.51,82.16,None,Road
61.03,16.41,13.19,7.79,150.28,Pothole,Road
59.91,0.3,2.1,2.44,126.08,None,Road
66.37,1.31,3.09,2.2,126.64,None,Road
16.75,4.85,11.78,64.93,70.47,Damage,Non-Road
13.3,6.15,10.55,50.76,159.88,Damage,Non-Road
12.81,13.88,15.21,76.27,84.93,Pothole,Non-Road
58.37,8.2,9.9,10.65,78.98,Damage,Road
6.54,18.23,13.92,60.66,176.31,Pothole,Non-Road
0.9,3.3,34.73,69.81,108.13,Crack,Non-Road
70.93,0.74,2.88,5.08,68.51,None,Road
10.1,0.55,1.2,54.17,101.63,None,Non-Road
18.15,0.17,1.48,58.39,122.79,None,Non-Road
79.77,0.77,1.81,4.03,53.71,None,Road
10.03,19.21,8.99,53.24,99.93,Pothole,Non-Road
63.46,1.81,1.68,9.09,122.71,None,Road
71.51,15.86,16.64,14.43,111.42,Pothole,Road
81.59,14.7,12.76,6.56,117.81,Pothole,Road
70.89,3.22,40.58,5.28,129.74,Crack,Road
58.28,23.59,16.24,10.62,114.65,Pothole,Road
8.9,10.54,10.57,56.99,152.67,Damage,Non-Road
69.97,0.0,1.71,2.66,100.51,None,Road
93.36,0.55,3.44,5.49,97.75,None,Road
62.05,1.84,0.32,2.28,144.63,None,Road
54.29,2.11,39.2,14.52,43.04,Crack,Road
60.01,10.5,10.11,10.03,71.36,Damage,Road
19.16,2.74,36.49,70.44,66.04,Crack,Non-Road
11.19,24.27,12.71,59.97,53.73,Pothole,Non-Road
7.03,1.03,2.13,51.61,93.82,None,Non-Road
10.57,8.54,14.12,68.66,166.31,Damage,Non-Road
59.1,1.9,36.73,6.81,137.51,Crack,Road
16.62,22.93,11.96,93.75,134.7,Pothole,Non-Road
74.41,7.54,13.09,1.46,92.51,Damage,Road
6.54,9.51,10.19,68.14,49.04,Damage,Non-Road
70.97,20.59,16.99,9.45,91.03,Pothole,Road
11.2,3.6,40.73,48.58,156.16,Crack,Non-Road
60.4,9.11,12.94,3.37,90.78,Damage,Road
60.25,6.81,14.59,2.23,105.56,Damage,Road
70.01,0.62,1.86,8.87,124.75,None,Road
14.99,1.06,24.06,69.83,118.74,Crack,Non-Road
16.66,0.98,30.42,55.87,70.56,Crack,Non-Road
60.9,1.33,0.13,4.44,159.22,None,Road
10.07,0.07,30.03,47.62,87.14,Crack,Non-Road
64.97,14.07,9.98,0.0,114.06,Pothole,Road
10.9,17.48,11.45,80.31,79.53,Pothole,Non-Road
9.98,7.43,6.27,69.21,62.62,Damage,Non-Road
7.94,3.19,26.72,60.71,125.27,Crack,Non-Road
5.09,2.44,27.55,53.67,129.44,Crack,Non-Road
56.02,29.1,14.83,4.36,97.79,Pothole,Road
14.21,0.59,1.69,66.81,128.96,None,Non-Road
58.84,22.46,14.87,8.4,83.23,Pothole,Road
21.06,0.4,0.63,59.48,112.73,None,Non-Road
77.22,0.95,39.42,11.06,120.36,Crack,Road
13.98,0.86,25.74,62.47,76.51,Crack,Non-Road
76.37,6.96,7.63,7.82,108.04,Damage,Road
69.59,1.9,29.9,20.67,116.51,Crack,Road
67.61,1.11,2.92,12.0,114.23,None,Road
67.88,19.54,14.79,6.4,105.5,Pothole,Road
66.93,21.27,11.32,9.72,132.65,Pothole,Road
17.12,24.66,13.08,69.73,111.19,Pothole,Non-Road
7.95,23.64,13.56,75.7,113.24,Pothole,Non-Road
5.91,7.88,7.47,62.73,123.41,Damage,Non-Road
66.03,13.74,4.98,12.39,127.14,Pothole,Road
68.33,0.55,2.74,9.43,144.71,None,Road
7.74,4.29,33.71,67.53,104.61,Crack,Non-Road
74.39,11.96,12.26,12.15,119.68,Damage,Road
14.07,6.1,12.26,57.33,95.97,Damage,Non-Road
14.69,3.33,33.07,55.59,79.96,Crack,Non-Road
11.7,19.97,15.95,48.55,143.6,Pothole,Non-Road
48.96,3.11,30.7,0.78,139.74,Crack,Road
17.02,6.87,8.11,64.87,101.04,Damage,Non-Road
16.39,6.31,13.92,73.99,155.85,Damage,Non-Road
3.64,18.1,12.19,88.06,141.05,Pothole,Non-Road
4.65,0.88,0.47,65.74,106.79,None,Non-Road
67.06,6.08,11.46,10.02,76.75,Damage,Road
10.63,18.0,17.14,57.11,147.14,Pothole,Non-Road
11.69,19.39,10.79,52.36,127.78,Pothole,Non-Road
10.27,0.53,2.28,56.71,139.21,None,Non-Road
5.44,23.55,11.35,67.43,85.12,Pothole,Non-Road
6.64,1.13,0.32,68.7,130.21,None,Non-Road
73.54,15.92,15.42,11.81,101.97,Pothole,Road
25.6,1.04,2.25,58.42,160.2,None,Non-Road
57.82,8.21,12.61,9.2,151.99,Damage,Road
16.22,2.0,26.43,52.05,154.85,Crack,Non-Road
76.49,0.31,1.16,3.47,127.85,None,Road
69.48,15.19,9.99,8.82,123.42,Pothole,Road
76.42,1.58,2.99,10.35,136.56,None,Road
65.29,7.3,12.8,10.04,86.62,Damage,Road
53.87,1.01,4.44,15.31,127.58,None,Road
70.27,19.54,14.05,12.36,92.01,Pothole,Road
69.41,17.72,12.56,9.4,96.49,Pothole,Road
11.28,1.63,0.72,65.59,146.92,None,Non-Road
71.78,8.3,7.97,5.6,54.64,Damage,Road
59.33,22.52,17.02,14.79,107.49,Pothole,Road
75.21,15.37,11.95,7.53,144.57,Pothole,Road
76.42,1.11,4.31,7.93,80.73,None,Road
69.54,19.26,9.2,5.06,178.31,Pothole,Road
9.3,2.53,32.17,56.65,106.17,Crack,Non-Road
12.88,1.18,3.68,36.46,110.81,None,Non-Road
9.88,2.5,23.01,55.33,103.95,Crack,Non-Road
4.32,26.18,14.1,73.51,116.44,Pothole,Non-Road
61.81,16.14,15.52,6.88,88.15,Pothole,Road
18.86,21.57,11.68,55.15,104.03,Pothole,Non-Road
18.95,7.79,14.51,66.91,75.05,Damage,Non-Road
81.19,26.29,13.15,14.16,146.92,Pothole,Road
13.83,2.01,29.74,81.96,163.03,Crack,Non-Road
70.77,1.21,2.09,6.08,91.7,None,Road
75.4,1.76,31.88,2.37,76.77,Crack,Road
9.18,5.78,11.68,70.88,20.57,Damage,Non-Road
9.96,2.47,34.05,66.46,125.7,Crack,Non-Road
86.02,24.56,14.88,8.18,127.57,Pothole,Road
12.49,3.74,39.37,59.74,143.86,Crack,Non-Road
15.15,15.72,18.22,72.67,123.86,Pothole,Non-Road
71.16,7.7,12.9,7.58,148.95,Damage,Road
58.19,1.38,1.42,11.97,87.02,None,Road
13.87,6.74,12.63,61.15,148.09,Damage,Non-Road
8.76,1.71,2.67,84.15,85.12,None,Non-Road
58.1,1.59,1.06,5.98,110.94,None,Road
66.93,1.43,25.42,7.54,111.06,Crack,Road
62.33,17.07,6.74,5.7,114.25,Pothole,Road
17.93,8.47,8.87,70.1,102.32,Damage,Non-Road
14.24,8.03,13.22,71.75,66.79,Damage,Non-Road
67.17,21.31,12.25,5.63,121.97,Pothole,Road
18.87,1.05,2.31,71.37,118.84,None,Non-Road
6.41,7.86,16.14,71.5,91.38,Damage,Non-Road
75.64,0.6,36.36,7.1,125.29,Crack,Road
63.06,0.59,0.78,12.64,139.24,None,Road
16.1,1.02,1.73,71.96,110.58,None,Non-Road
15.73,17.91,18.43,80.87,26.52,Pothole,Non-Road
65.43,2.07,34.08,13.44,96.16,Crack,Road
77.21,11.58,17.58,10.78,155.82,Pothole,Road
13.21,1.63,33.71,57.63,119.15,Crack,Non-Road
68.28,2.34,33.75,2.42,92.74,Crack,Road
71.41,1.42,1.96,6.97,111.61,None,Road
16.61,2.14,26.03,53.52,75.74,Crack,Non-Road
62.49,0.83,1.36,5.64,153.49,None,Road
62.84,0.72,2.29,12.38,38.9,None,Road
66.45,0.0,0.78,8.2,87.31,None,Road
76.92,7.21,10.71,13.68,114.73,Damage,Road
9.31,13.25,15.36,68.21,98.78,Pothole,Non-Road
70.32,10.18,13.58,9.72,110.86,Damage,Road
6.26,10.75,18.15,72.78,97.05,Pothole,Non-Road
14.43,0.0,2.68,57.83,88.45,None,Non-Road
1.69,7.49,15.82,57.26,142.87,Damage,Non-Road
18.49,13.3,17.44,57.01,105.91,Damage,Non-Road
56.97,6.41,9.94,5.88,133.11,Damage,Road
58.22,23.16,10.34,0.8,118.38,Pothole,Road
67.86,0.0,4.54,3.78,108.15,None,Road
7.37,3.08,27.67,67.65,163.44,Crack,Non-Road
7.06,20.13,14.29,88.92,92.9,Pothole,Non-Road
69.92,7.56,10.86,7.73,131.8,Damage,Road
2.0,0.86,3.29,53.02,80.01,None,Non-Road
69.46,28.36,12.89,7.28,115.08,Pothole,Road
65.19,1.27,2.98,13.3,99.08,None,Road
2.08,1.57,33.82,60.14,102.28,Crack,Non-Road
24.92,2.57,30.73,58.02,83.99,Crack,Non-Road
22.79,0.2,3.06,56.99,148.69,None,Non-Road
81.18,10.95,10.87,5.31,116.74,Damage,Road
9.99,1.55,30.58,63.34,140.23,Crack,Non-Road
65.23,3.18,47.92,12.28,122.77,Crack,Road
12.01,13.25,17.43,82.38,121.04,Pothole,Non-Road
0.0,3.21,31.85,48.49,93.61,Crack,Non-Road
9.73,0.39,2.11,66.38,109.95,None,Non-Road
0.0,19.17,10.4,60.0,94.27,Pothole,Non-Road
10.55,1.51,28.28,83.73,67.65,Crack,Non-Road
73.78,20.6,11.69,8.56,97.01,Pothole,Road
71.81,10.15,13.87,11.53,135.23,Damage,Road
15.7,1.58,39.54,41.8,88.73,Crack,Non-Road
15.13,1.34,2.28,65.4,86.52,None,Non-Road
23.27,1.82,26.78,78.01,88.04,Crack,Non-Road
70.65,0.8,4.24,11.53,130.9,None,Road
15.04,6.27,2.55,73.77,135.75,Damage,Non-Road
77.98,23.04,13.12,6.85,108.21,Pothole,Road
15.31,7.93,12.13,65.96,79.81,Damage,Non-Road
22.63,4.93,9.52,55.58,148.82,Damage,Non-Road
59.67,2.17,27.51,6.39,124.36,Crack,Road
63.8,27.58,13.55,5.87,116.0,Pothole,Road
9.29,7.37,12.43,75.86,101.6,Damage,Non-Road
11.11,4.82,8.74,63.28,127.67,Damage,Non-Road
61.31,18.32,11.78,12.82,158.54,Pothole,Road
25.74,22.74,14.66,75.58,28.54,Pothole,Non-Road
68.73,7.58,14.27,6.45,158.96,Damage,Road
20.49,1.22,1.99,55.39,94.98,None,Non-Road
11.68,1.52,1.06,47.75,144.97,None,Non-Road
22.9,7.93,14.29,46.05,158.88,Damage,Non-Road
76.59,31.06,19.69,7.08,100.54,Pothole,Road
1.06,3.49,32.62,55.52,123.02,Crack,Non-Road
71.3,0.86,1.75,3.82,113.27,None,Road
18.15,0.38,3.28,65.01,97.76,None,Non-Road
10.37,1.97,29.34,68.58,129.49,Crack,Non-Road
56.19,19.89,19.86,6.92,130.61,Pothole,Road
10.66,0.51,1.2,66.65,79.07,None,Non-Road
65.65,17.89,18.63,7.69,73.07,Pothole,Road
8.4,26.38,13.61,66.29,79.85,Pothole,Non-Road
11.29,2.92,35.65,47.73,98.15,Crack,Non-Road
80.03,8.72,14.85,4.66,112.23,Damage,Road
9.64,1.1,2.6,58.35,131.09,None,Non-Road
76.15,21.89,15.1,11.34,66.48,Pothole,Road
63.04,1.55,2.19,10.18,73.03,None,Road
63.46,7.16,14.81,0.0,98.71,Damage,Road
69.61,1.21,3.56,10.11,110.06,None,Road
13.12,0.86,1.0,78.47,131.89,None,Non-Road
81.76,0.49,1.92,17.57,83.1,None,Road
12.81,17.58,20.75,42.33,71.84,Pothole,Non-Road
14.53,0.56,1.46,69.09,98.08,None,Non-Road
9.25,10.67,13.5,60.5,113.93,Damage,Non-Road
1.53,2.48,34.35,43.5,51.67,Crack,Non-Road
84.3,10.79,11.54,7.01,97.2,Pothole,Road
65.47,20.6,13.06,5.16,87.43,Pothole,Road
71.03,5.77,17.87,12.48,151.6,Damage,Road
63.66,1.61,1.06,6.05,120.46,None,Road
7.54,4.55,11.86,72.76,147.18,Damage,Non-Road
62.68,0.5,1.63,5.88,125.64,None,Road
67.81,1.85,2.18,8.62,104.01,None,Road
59.78,1.19,3.32,9.82,110.94,None,Road
67.34,3.33,34.13,12.23,102.92,Crack,Road
3.88,9.34,12.23,63.64,124.19,Damage,Non-Road
7.48,12.61,12.67,53.44,160.0,Pothole,Non-Road
72.71,0.82,2.36,8.42,48.42,None,Road
11.62,8.2,11.51,44.26,85.2,Damage,Non-Road
75.58,1.96,2.51,9.53,93.48,None,Road
65.78,8.06,10.57,0.46,74.4,Damage,Road
58.68,0.97,3.21,2.54,139.7,None,Road
56.93,22.01,11.33,6.3,67.2,Pothole,Road
79.03,0.58,3.44,10.38,126.03,None,Road
2.44,19.58,12.43,86.73,149.61,Pothole,Non-Road
14.91,9.23,11.44,51.89,168.99,Pothole,Non-Road
11.13,2.87,10.78,78.07,60.86,Damage,Non-Road
19.5,11.42,10.13,66.23,65.12,Damage,Non-Road
69.14,7.65,13.12,12.61,97.25,Damage,Road
80.48,8.5,13.65,10.84,113.29,Damage,Road
77.75,1.21,2.17,9.11,96.54,None,Road
10.53,4.2,14.87,79.56,108.1,Damage,Non-Road
17.62,7.37,11.64,86.05,136.43,Damage,Non-Road
78.15,4.88,10.12,9.0,97.48,Damage,Road
11.55,2.2,25.67,53.67,62.4,Crack,Non-Road
83.06,0.86,1.87,12.12,109.88,None,Road
20.25,24.51,12.3,54.64,121.02,Pothole,Non-Road
77.82,7.57,13.62,1.32,102.41,Damage,Road
74.95,2.52,27.3,0.38,74.35,Crack,Road
58.83,0.5,1.66,11.94,132.28,None,Road
8.44,8.98,10.94,59.65,170.41,Damage,Non-Road
80.98,3.65,33.78,10.52,120.96,Crack,Road
73.36,1.59,36.56,8.39,112.44,Crack,Road
70.11,1.05,2.57,12.7,69.52,None,Road
71.58,15.8,12.98,11.09,103.23,Pothole,Road
12.23,16.09,11.9,66.75,112.54,Pothole,Non-Road
61.78,0.32,32.63,6.38,138.36,Crack,Road
70.21,1.57,38.49,11.74,81.66,Crack,Road
70.98,3.8,31.31,4.75,42.15,Crack,Road
12.97,8.92,6.39,74.59,135.13,Damage,Non-Road
10.9,11.79,13.24,74.5,81.74,Damage,Non-Road
67.15,20.22,16.29,9.45,64.45,Pothole,Road
76.76,0.37,1.47,3.39,80.18,None,Road
81.45,0.35,2.74,10.62,145.1,None,Road
13.65,1.43,2.03,31.12,93.45,None,Non-Road
70.93,16.33,15.24,8.78,135.15,Pothole,Road
62.83,5.51,15.86,13.81,116.14,Damage,Road
72.11,0.9,34.03,9.55,65.7,Crack,Road
63.34,2.51,34.0,8.88,152.12,Crack,Road
11.4,0.26,39.6,54.42,80.06,Crack,Non-Road
10.62,5.23,10.17,60.98,126.35,Damage,Non-Road
19.35,10.72,10.21,78.54,138.48,Damage,Non-Road
76.47,9.2,8.32,12.49,68.25,Damage,Road
60.43,8.98,11.51,8.3,130.85,Damage,Road
2.06,0.62,34.16,73.85,110.67,Crack,Non-Road
15.87,4.07,13.15,82.79,145.8,Damage,Non-Road
23.01,5.21,16.56,69.08,117.28,Damage,Non-Road
74.6,1.64,40.67,8.54,75.37,Crack,Road
72.39,0.64,3.18,5.11,106.24,None,Road
77.63,1.43,3.61,9.59,147.64,None,Road
60.39,1.05,37.5,9.37,137.24,Crack,Road
81.92,8.65,18.5,10.85,56.23,Damage,Road
52.61,1.48,2.1,1.02,103.87,None,Road
71.6,29.82,18.37,2.31,174.92,Pothole,Road
89.79,20.59,14.44,2.95,109.57,Pothole,Road
15.51,0.07,34.72,39.54,167.09,Crack,Non-Road
5.75,1.84,38.41,48.1,112.37,Crack,Non-Road
8.69,1.3,0.0,60.51,65.19,None,Non-Road
19.19,20.26,19.49,46.87,85.49,Pothole,Non-Road
79.75,9.83,10.98,1.97,129.75,Damage,Road
78.58,0.99,1.12,2.38,78.89,None,Road
19.31,23.46,16.15,76.2,58.81,Pothole,Non-Road
9.81,18.72,21.2,100.0,87.98,Pothole,Non-Road
11.61,9.2,8.5,84.36,134.62,Damage,Non-Road
63.98,1.8,33.39,5.87,100.87,Crack,Road
